image,subject,batch,split,n_boxes
images/train/subject_sub-020_frame_028496.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_038798.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_042141.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_045484.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_048828.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_052171.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_061198.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_064552.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_067906.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_071260.jpg,sub-020,batch1,train,2
images/train/subject_sub-020_frame_074614.jpg,sub-020,batch1,train,2
images/test/subject_sub-021_frame_014094.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_017379.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_020665.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_023950.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_027235.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_036077.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_039320.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_042564.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_045808.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_049052.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_058975.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_062148.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_065320.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_068492.jpg,sub-021,batch1,test,2
images/test/subject_sub-021_frame_071665.jpg,sub-021,batch1,test,2
images/train/subject_sub-022_frame_013989.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_017252.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_020515.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_023778.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_027041.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_035603.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_038756.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_041910.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_045064.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_048217.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_056549.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_059675.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_062802.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_065928.jpg,sub-022,batch1,train,2
images/train/subject_sub-022_frame_069054.jpg,sub-022,batch1,train,2
images/train/subject_sub-023_frame_016442.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_019787.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_023133.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_026478.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_029824.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_040818.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_044053.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_047288.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_050523.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_053757.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_061812.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_064971.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_068129.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_071288.jpg,sub-023,batch1,train,2
images/train/subject_sub-023_frame_074448.jpg,sub-023,batch1,train,2
images/train/subject_sub-024_frame_030347.jpg,sub-024,batch1,train,2
images/train/subject_sub-024_frame_050369.jpg,sub-024,batch1,train,2
images/train/subject_sub-024_frame_053419.jpg,sub-024,batch1,train,2
images/train/subject_sub-024_frame_056465.jpg,sub-024,batch1,train,2
images/train/subject_sub-024_frame_062566.jpg,sub-024,batch1,train,2
images/train/subject_sub-025_frame_014635.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_017923.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_021211.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_024499.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_027787.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_036476.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_039766.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_043055.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_046345.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_049634.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_059201.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_062548.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_065903.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_069256.jpg,sub-025,batch1,train,2
images/train/subject_sub-025_frame_072612.jpg,sub-025,batch1,train,2
images/train/subject_sub-026_frame_016223.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_019410.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_022597.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_025783.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_028971.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_037001.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_040158.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_043313.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_046469.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_049625.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_057657.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_060761.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_063864.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_066968.jpg,sub-026,batch1,train,2
images/train/subject_sub-026_frame_070071.jpg,sub-026,batch1,train,2
images/train/subject_sub-027_frame_036813.jpg,sub-027,batch1,train,2
images/train/subject_sub-027_frame_040025.jpg,sub-027,batch1,train,2
images/train/subject_sub-027_frame_043238.jpg,sub-027,batch1,train,2
images/train/subject_sub-027_frame_059056.jpg,sub-027,batch1,train,2
images/train/subject_sub-027_frame_063343.jpg,sub-027,batch1,train,1
images/train/subject_sub-027_frame_067629.jpg,sub-027,batch1,train,1
images/train/subject_sub-027_frame_071913.jpg,sub-027,batch1,train,1
images/train/subject_sub-027_frame_076196.jpg,sub-027,batch1,train,2
images/val/subject_sub-028_frame_015129.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_018423.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_021717.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_025011.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_028305.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_037203.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_040384.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_043567.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_046748.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_049931.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_058932.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_062043.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_065153.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_068263.jpg,sub-028,batch1,val,2
images/val/subject_sub-028_frame_071374.jpg,sub-028,batch1,val,2
images/train/subject_sub-029_frame_012082.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_015314.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_018547.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_021778.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_025010.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_034784.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_038960.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_043136.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_047311.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_060993.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_064257.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_067522.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_070786.jpg,sub-029,batch1,train,2
images/train/subject_sub-029_frame_074051.jpg,sub-029,batch1,train,2
images/val/subject_sub-030_frame_034905.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_038103.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_041299.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_044497.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_047693.jpg,sub-030,batch1,val,1
images/val/subject_sub-030_frame_056500.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_059721.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_062942.jpg,sub-030,batch1,val,2
images/val/subject_sub-030_frame_066163.jpg,sub-030,batch1,val,1
images/test/subject_sub-9504_frame_015079.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_018588.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_022096.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_025569.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_029079.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_037441.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_040809.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_044174.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_047542.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_050908.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_059288.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_062593.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_065897.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_069202.jpg,sub-9504,batch1,test,2
images/test/subject_sub-9504_frame_072504.jpg,sub-9504,batch1,test,2
images/train/subject_sub-031_frame_012173.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_015547.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_018921.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_022295.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_025670.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_033934.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_037227.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_040522.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_043816.jpg,sub-031,batch2,train,2
images/train/subject_sub-031_frame_046671.jpg,sub-031,batch2,train,2
images/test/subject_sub-032_frame_012512.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_015752.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_018991.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_022231.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_025471.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_037297.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_040469.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_043643.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_046816.jpg,sub-032,batch2,test,2
images/test/subject_sub-032_frame_049989.jpg,sub-032,batch2,test,2
images/train/subject_sub-033_frame_013868.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_017375.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_020883.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_024390.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_027897.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_036945.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_040334.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_043724.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_047113.jpg,sub-033,batch2,train,2
images/train/subject_sub-033_frame_050503.jpg,sub-033,batch2,train,2
images/train/subject_sub-034_frame_011581.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_014889.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_018196.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_021502.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_024809.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_033765.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_037006.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_040245.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_043486.jpg,sub-034,batch2,train,2
images/train/subject_sub-034_frame_046726.jpg,sub-034,batch2,train,2
images/val/subject_sub-035_frame_012922.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_016246.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_019570.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_022894.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_026219.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_034648.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_037894.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_041142.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_044388.jpg,sub-035,batch2,val,2
images/val/subject_sub-035_frame_047634.jpg,sub-035,batch2,val,2
images/train/subject_sub-036_frame_014831.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_018282.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_021733.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_025184.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_028635.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_037443.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_040657.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_043871.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_047084.jpg,sub-036,batch2,train,2
images/train/subject_sub-036_frame_050298.jpg,sub-036,batch2,train,2
images/train/subject_sub-037_frame_016519.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_020170.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_023823.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_027474.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_031125.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_040198.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_043584.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_046969.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_050353.jpg,sub-037,batch2,train,2
images/train/subject_sub-037_frame_053733.jpg,sub-037,batch2,train,2
images/train/subject_sub-038_frame_017376.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_020518.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_023660.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_026804.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_029946.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_038550.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_041652.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_044753.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_047855.jpg,sub-038,batch2,train,2
images/train/subject_sub-038_frame_050957.jpg,sub-038,batch2,train,2
images/train/subject_sub-039_frame_012683.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_015953.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_019213.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_022483.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_025753.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_034085.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_037282.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_040481.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_043678.jpg,sub-039,batch2,train,2
images/train/subject_sub-039_frame_046876.jpg,sub-039,batch2,train,2
images/train/subject_sub-040_frame_013081.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_016500.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_019920.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_023340.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_026758.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_035277.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_038643.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_042008.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_045375.jpg,sub-040,batch2,train,2
images/train/subject_sub-040_frame_048740.jpg,sub-040,batch2,train,2
images/test/subject_sub-041_frame_008923.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_011985.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_015046.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_018107.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_021169.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_028637.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_031690.jpg,sub-041,batch2,test,2
images/test/subject_sub-041_frame_034744.jpg,sub-041,batch2,test,2
