image_id,subject,video,frame_idx,frame_type,n_eye_boxes,quality,annotator,review_status,notes
subject_sub-014_frame_063514,sub-014,sub-014_nir.avi,63514,,,,,,
subject_sub-014_frame_066992,sub-014,sub-014_nir.avi,66992,,,,,,
subject_sub-014_frame_070470,sub-014,sub-014_nir.avi,70470,,,,,,
subject_sub-015_frame_015488,sub-015,sub-015_nir.avi,15488,,,,,,
subject_sub-015_frame_018698,sub-015,sub-015_nir.avi,18698,,,,,,
subject_sub-015_frame_021908,sub-015,sub-015_nir.avi,21908,,,,,,
subject_sub-015_frame_025118,sub-015,sub-015_nir.avi,25118,,,,,,
subject_sub-015_frame_028328,sub-015,sub-015_nir.avi,28328,,,,,,
subject_sub-015_frame_037129,sub-015,sub-015_nir.avi,37129,,,,,,
subject_sub-015_frame_040299,sub-015,sub-015_nir.avi,40299,,,,,,
subject_sub-015_frame_043469,sub-015,sub-015_nir.avi,43469,,,,,,
subject_sub-015_frame_046638,sub-015,sub-015_nir.avi,46638,,,,,,
subject_sub-015_frame_049809,sub-015,sub-015_nir.avi,49809,,,,,,
subject_sub-015_frame_058828,sub-015,sub-015_nir.avi,58828,,,,,,
subject_sub-015_frame_062081,sub-015,sub-015_nir.avi,62081,,,,,,
subject_sub-015_frame_065335,sub-015,sub-015_nir.avi,65335,,,,,,
subject_sub-015_frame_068589,sub-015,sub-015_nir.avi,68589,,,,,,
subject_sub-015_frame_071843,sub-015,sub-015_nir.avi,71843,,,,,,
subject_sub-016_frame_010554,sub-016,sub-016_nir.avi,10554,,,,,,
subject_sub-016_frame_013869,sub-016,sub-016_nir.avi,13869,,,,,,
subject_sub-016_frame_017184,sub-016,sub-016_nir.avi,17184,,,,,,
subject_sub-016_frame_020499,sub-016,sub-016_nir.avi,20499,,,,,,
subject_sub-016_frame_023814,sub-016,sub-016_nir.avi,23814,,,,,,
subject_sub-016_frame_032875,sub-016,sub-016_nir.avi,32875,,,,,,
subject_sub-016_frame_036316,sub-016,sub-016_nir.avi,36316,,,,,,
subject_sub-016_frame_039755,sub-016,sub-016_nir.avi,39755,,,,,,
subject_sub-016_frame_043194,sub-016,sub-016_nir.avi,43194,,,,,,
subject_sub-016_frame_046634,sub-016,sub-016_nir.avi,46634,,,,,,
subject_sub-016_frame_057753,sub-016,sub-016_nir.avi,57753,,,,,,
subject_sub-016_frame_060977,sub-016,sub-016_nir.avi,60977,,,,,,
subject_sub-016_frame_064200,sub-016,sub-016_nir.avi,64200,,,,,,
subject_sub-016_frame_067423,sub-016,sub-016_nir.avi,67423,,,,,,
subject_sub-016_frame_070646,sub-016,sub-016_nir.avi,70646,,,,,,
subject_sub-017_frame_012336,sub-017,sub-017_nir.avi,12336,,,,,,
subject_sub-017_frame_015581,sub-017,sub-017_nir.avi,15581,,,,,,
subject_sub-017_frame_018824,sub-017,sub-017_nir.avi,18824,,,,,,
subject_sub-017_frame_022069,sub-017,sub-017_nir.avi,22069,,,,,,
subject_sub-017_frame_025313,sub-017,sub-017_nir.avi,25313,,,,,,
subject_sub-017_frame_033468,sub-017,sub-017_nir.avi,33468,,,,,,
subject_sub-017_frame_036613,sub-017,sub-017_nir.avi,36613,,,,,,
subject_sub-017_frame_039757,sub-017,sub-017_nir.avi,39757,,,,,,
subject_sub-017_frame_042901,sub-017,sub-017_nir.avi,42901,,,,,,
subject_sub-017_frame_046046,sub-017,sub-017_nir.avi,46046,,,,,,
subject_sub-017_frame_054360,sub-017,sub-017_nir.avi,54360,,,,,,
subject_sub-017_frame_057494,sub-017,sub-017_nir.avi,57494,,,,,,
subject_sub-017_frame_060629,sub-017,sub-017_nir.avi,60629,,,,,,
subject_sub-017_frame_063764,sub-017,sub-017_nir.avi,63764,,,,,,
subject_sub-017_frame_066900,sub-017,sub-017_nir.avi,66900,,,,,,
subject_sub-018_frame_012300,sub-018,sub-018_nir.avi,12300,,,,,,
subject_sub-018_frame_015538,sub-018,sub-018_nir.avi,15538,,,,,,
subject_sub-018_frame_018777,sub-018,sub-018_nir.avi,18777,,,,,,
subject_sub-018_frame_022015,sub-018,sub-018_nir.avi,22015,,,,,,
subject_sub-018_frame_025254,sub-018,sub-018_nir.avi,25254,,,,,,
subject_sub-018_frame_033654,sub-018,sub-018_nir.avi,33654,,,,,,
subject_sub-018_frame_036828,sub-018,sub-018_nir.avi,36828,,,,,,
subject_sub-018_frame_040002,sub-018,sub-018_nir.avi,40002,,,,,,
subject_sub-018_frame_043177,sub-018,sub-018_nir.avi,43177,,,,,,
subject_sub-018_frame_046350,sub-018,sub-018_nir.avi,46350,,,,,,
subject_sub-018_frame_054039,sub-018,sub-018_nir.avi,54039,,,,,,
subject_sub-018_frame_057207,sub-018,sub-018_nir.avi,57207,,,,,,
subject_sub-018_frame_060374,sub-018,sub-018_nir.avi,60374,,,,,,
subject_sub-018_frame_063541,sub-018,sub-018_nir.avi,63541,,,,,,
subject_sub-018_frame_066709,sub-018,sub-018_nir.avi,66709,,,,,,
subject_sub-019_frame_018823,sub-019,sub-019_nir.avi,18823,,,,,,
subject_sub-019_frame_022519,sub-019,sub-019_nir.avi,22519,,,,,,
subject_sub-019_frame_026214,sub-019,sub-019_nir.avi,26214,,,,,,
subject_sub-019_frame_029911,sub-019,sub-019_nir.avi,29911,,,,,,
subject_sub-019_frame_033606,sub-019,sub-019_nir.avi,33606,,,,,,
subject_sub-019_frame_048051,sub-019,sub-019_nir.avi,48051,,,,,,
subject_sub-019_frame_051656,sub-019,sub-019_nir.avi,51656,,,,,,
subject_sub-019_frame_055261,sub-019,sub-019_nir.avi,55261,,,,,,
subject_sub-019_frame_058865,sub-019,sub-019_nir.avi,58865,,,,,,
subject_sub-019_frame_062470,sub-019,sub-019_nir.avi,62470,,,,,,
subject_sub-019_frame_074292,sub-019,sub-019_nir.avi,74292,,,,,,
subject_sub-019_frame_077706,sub-019,sub-019_nir.avi,77706,,,,,,
subject_sub-019_frame_081120,sub-019,sub-019_nir.avi,81120,,,,,,
subject_sub-019_frame_084535,sub-019,sub-019_nir.avi,84535,,,,,,
subject_sub-019_frame_087949,sub-019,sub-019_nir.avi,87949,,,,,,
subject_sub-020_frame_014997,sub-020,sub-020_nir.avi,14997,,,,,,
subject_sub-020_frame_018372,sub-020,sub-020_nir.avi,18372,,,,,,
subject_sub-020_frame_021747,sub-020,sub-020_nir.avi,21747,,,,,,
subject_sub-020_frame_025122,sub-020,sub-020_nir.avi,25122,,,,,,
subject_sub-020_frame_028496,sub-020,sub-020_nir.avi,28496,,,,,,
subject_sub-020_frame_038798,sub-020,sub-020_nir.avi,38798,,,,,,
subject_sub-020_frame_042141,sub-020,sub-020_nir.avi,42141,,,,,,
subject_sub-020_frame_045484,sub-020,sub-020_nir.avi,45484,,,,,,
subject_sub-020_frame_048828,sub-020,sub-020_nir.avi,48828,,,,,,
subject_sub-020_frame_052171,sub-020,sub-020_nir.avi,52171,,,,,,
subject_sub-020_frame_061198,sub-020,sub-020_nir.avi,61198,,,,,,
subject_sub-020_frame_064552,sub-020,sub-020_nir.avi,64552,,,,,,
subject_sub-020_frame_067906,sub-020,sub-020_nir.avi,67906,,,,,,
subject_sub-020_frame_071260,sub-020,sub-020_nir.avi,71260,,,,,,
subject_sub-020_frame_074614,sub-020,sub-020_nir.avi,74614,,,,,,
subject_sub-021_frame_014094,sub-021,sub-021_nir.avi,14094,,,,,,
subject_sub-021_frame_017379,sub-021,sub-021_nir.avi,17379,,,,,,
subject_sub-021_frame_020665,sub-021,sub-021_nir.avi,20665,,,,,,
subject_sub-021_frame_023950,sub-021,sub-021_nir.avi,23950,,,,,,
subject_sub-021_frame_027235,sub-021,sub-021_nir.avi,27235,,,,,,
subject_sub-021_frame_036077,sub-021,sub-021_nir.avi,36077,,,,,,
subject_sub-021_frame_039320,sub-021,sub-021_nir.avi,39320,,,,,,
subject_sub-021_frame_042564,sub-021,sub-021_nir.avi,42564,,,,,,
subject_sub-021_frame_045808,sub-021,sub-021_nir.avi,45808,,,,,,
subject_sub-021_frame_049052,sub-021,sub-021_nir.avi,49052,,,,,,
subject_sub-021_frame_058975,sub-021,sub-021_nir.avi,58975,,,,,,
subject_sub-021_frame_062148,sub-021,sub-021_nir.avi,62148,,,,,,
subject_sub-021_frame_065320,sub-021,sub-021_nir.avi,65320,,,,,,
subject_sub-021_frame_068492,sub-021,sub-021_nir.avi,68492,,,,,,
subject_sub-021_frame_071665,sub-021,sub-021_nir.avi,71665,,,,,,
subject_sub-022_frame_013989,sub-022,sub-022_nir.avi,13989,,,,,,
subject_sub-022_frame_017252,sub-022,sub-022_nir.avi,17252,,,,,,
subject_sub-022_frame_020515,sub-022,sub-022_nir.avi,20515,,,,,,
subject_sub-022_frame_023778,sub-022,sub-022_nir.avi,23778,,,,,,
subject_sub-022_frame_027041,sub-022,sub-022_nir.avi,27041,,,,,,
subject_sub-022_frame_035603,sub-022,sub-022_nir.avi,35603,,,,,,
subject_sub-022_frame_038756,sub-022,sub-022_nir.avi,38756,,,,,,
subject_sub-022_frame_041910,sub-022,sub-022_nir.avi,41910,,,,,,
subject_sub-022_frame_045064,sub-022,sub-022_nir.avi,45064,,,,,,
subject_sub-022_frame_048217,sub-022,sub-022_nir.avi,48217,,,,,,
subject_sub-022_frame_056549,sub-022,sub-022_nir.avi,56549,,,,,,
subject_sub-022_frame_059675,sub-022,sub-022_nir.avi,59675,,,,,,
subject_sub-022_frame_062802,sub-022,sub-022_nir.avi,62802,,,,,,
subject_sub-022_frame_065928,sub-022,sub-022_nir.avi,65928,,,,,,
subject_sub-022_frame_069054,sub-022,sub-022_nir.avi,69054,,,,,,
subject_sub-023_frame_016442,sub-023,sub-023_nir.avi,16442,,,,,,
subject_sub-023_frame_019787,sub-023,sub-023_nir.avi,19787,,,,,,
subject_sub-023_frame_023133,sub-023,sub-023_nir.avi,23133,,,,,,
subject_sub-023_frame_026478,sub-023,sub-023_nir.avi,26478,,,,,,
subject_sub-023_frame_029824,sub-023,sub-023_nir.avi,29824,,,,,,
subject_sub-023_frame_040818,sub-023,sub-023_nir.avi,40818,,,,,,
subject_sub-023_frame_044053,sub-023,sub-023_nir.avi,44053,,,,,,
subject_sub-023_frame_047288,sub-023,sub-023_nir.avi,47288,,,,,,
subject_sub-023_frame_050523,sub-023,sub-023_nir.avi,50523,,,,,,
subject_sub-023_frame_053757,sub-023,sub-023_nir.avi,53757,,,,,,
subject_sub-023_frame_061812,sub-023,sub-023_nir.avi,61812,,,,,,
subject_sub-023_frame_064971,sub-023,sub-023_nir.avi,64971,,,,,,
subject_sub-023_frame_068129,sub-023,sub-023_nir.avi,68129,,,,,,
subject_sub-023_frame_071288,sub-023,sub-023_nir.avi,71288,,,,,,
subject_sub-023_frame_074448,sub-023,sub-023_nir.avi,74448,,,,,,
subject_sub-024_frame_010251,sub-024,sub-024_nir.avi,10251,,,,,,
subject_sub-024_frame_013343,sub-024,sub-024_nir.avi,13343,,,,,,
subject_sub-024_frame_016435,sub-024,sub-024_nir.avi,16435,,,,,,
subject_sub-024_frame_019527,sub-024,sub-024_nir.avi,19527,,,,,,
subject_sub-024_frame_022620,sub-024,sub-024_nir.avi,22620,,,,,,
subject_sub-024_frame_030347,sub-024,sub-024_nir.avi,30347,,,,,,
subject_sub-024_frame_033435,sub-024,sub-024_nir.avi,33435,,,,,,
subject_sub-024_frame_036524,sub-024,sub-024_nir.avi,36524,,,,,,
subject_sub-024_frame_039612,sub-024,sub-024_nir.avi,39612,,,,,,
subject_sub-024_frame_042701,sub-024,sub-024_nir.avi,42701,,,,,,
subject_sub-024_frame_050369,sub-024,sub-024_nir.avi,50369,,,,,,
subject_sub-024_frame_053419,sub-024,sub-024_nir.avi,53419,,,,,,
subject_sub-024_frame_056465,sub-024,sub-024_nir.avi,56465,,,,,,
subject_sub-024_frame_059516,sub-024,sub-024_nir.avi,59516,,,,,,
subject_sub-024_frame_062566,sub-024,sub-024_nir.avi,62566,,,,,,
subject_sub-025_frame_014635,sub-025,sub-025_nir.avi,14635,,,,,,
subject_sub-025_frame_017923,sub-025,sub-025_nir.avi,17923,,,,,,
subject_sub-025_frame_021211,sub-025,sub-025_nir.avi,21211,,,,,,
subject_sub-025_frame_024499,sub-025,sub-025_nir.avi,24499,,,,,,
subject_sub-025_frame_027787,sub-025,sub-025_nir.avi,27787,,,,,,
subject_sub-025_frame_036476,sub-025,sub-025_nir.avi,36476,,,,,,
subject_sub-025_frame_039766,sub-025,sub-025_nir.avi,39766,,,,,,
subject_sub-025_frame_043055,sub-025,sub-025_nir.avi,43055,,,,,,
subject_sub-025_frame_046345,sub-025,sub-025_nir.avi,46345,,,,,,
subject_sub-025_frame_049634,sub-025,sub-025_nir.avi,49634,,,,,,
subject_sub-025_frame_059201,sub-025,sub-025_nir.avi,59201,,,,,,
subject_sub-025_frame_062548,sub-025,sub-025_nir.avi,62548,,,,,,
subject_sub-025_frame_065903,sub-025,sub-025_nir.avi,65903,,,,,,
subject_sub-025_frame_069256,sub-025,sub-025_nir.avi,69256,,,,,,
subject_sub-025_frame_072612,sub-025,sub-025_nir.avi,72612,,,,,,
subject_sub-026_frame_016223,sub-026,sub-026_nir.avi,16223,,,,,,
subject_sub-026_frame_019410,sub-026,sub-026_nir.avi,19410,,,,,,
subject_sub-026_frame_022597,sub-026,sub-026_nir.avi,22597,,,,,,
subject_sub-026_frame_025783,sub-026,sub-026_nir.avi,25783,,,,,,
subject_sub-026_frame_028971,sub-026,sub-026_nir.avi,28971,,,,,,
subject_sub-026_frame_037001,sub-026,sub-026_nir.avi,37001,,,,,,
subject_sub-026_frame_040158,sub-026,sub-026_nir.avi,40158,,,,,,
subject_sub-026_frame_043313,sub-026,sub-026_nir.avi,43313,,,,,,
subject_sub-026_frame_046469,sub-026,sub-026_nir.avi,46469,,,,,,
subject_sub-026_frame_049625,sub-026,sub-026_nir.avi,49625,,,,,,
subject_sub-026_frame_057657,sub-026,sub-026_nir.avi,57657,,,,,,
subject_sub-026_frame_060761,sub-026,sub-026_nir.avi,60761,,,,,,
subject_sub-026_frame_063864,sub-026,sub-026_nir.avi,63864,,,,,,
subject_sub-026_frame_066968,sub-026,sub-026_nir.avi,66968,,,,,,
subject_sub-026_frame_070071,sub-026,sub-026_nir.avi,70071,,,,,,
subject_sub-027_frame_014490,sub-027,sub-027_nir.avi,14490,,,,,,
subject_sub-027_frame_017672,sub-027,sub-027_nir.avi,17672,,,,,,
subject_sub-027_frame_020855,sub-027,sub-027_nir.avi,20855,,,,,,
subject_sub-027_frame_024038,sub-027,sub-027_nir.avi,24038,,,,,,
subject_sub-027_frame_027220,sub-027,sub-027_nir.avi,27220,,,,,,
subject_sub-027_frame_036813,sub-027,sub-027_nir.avi,36813,,,,,,
subject_sub-027_frame_040025,sub-027,sub-027_nir.avi,40025,,,,,,
subject_sub-027_frame_043238,sub-027,sub-027_nir.avi,43238,,,,,,
subject_sub-027_frame_046450,sub-027,sub-027_nir.avi,46450,,,,,,
subject_sub-027_frame_049663,sub-027,sub-027_nir.avi,49663,,,,,,
subject_sub-027_frame_059056,sub-027,sub-027_nir.avi,59056,,,,,,
subject_sub-027_frame_063343,sub-027,sub-027_nir.avi,63343,,,,,,
subject_sub-027_frame_067629,sub-027,sub-027_nir.avi,67629,,,,,,
subject_sub-027_frame_071913,sub-027,sub-027_nir.avi,71913,,,,,,
subject_sub-027_frame_076196,sub-027,sub-027_nir.avi,76196,,,,,,
subject_sub-028_frame_015129,sub-028,sub-028_nir.avi,15129,,,,,,
subject_sub-028_frame_018423,sub-028,sub-028_nir.avi,18423,,,,,,
subject_sub-028_frame_021717,sub-028,sub-028_nir.avi,21717,,,,,,
subject_sub-028_frame_025011,sub-028,sub-028_nir.avi,25011,,,,,,
subject_sub-028_frame_028305,sub-028,sub-028_nir.avi,28305,,,,,,
subject_sub-028_frame_037203,sub-028,sub-028_nir.avi,37203,,,,,,
subject_sub-028_frame_040384,sub-028,sub-028_nir.avi,40384,,,,,,
subject_sub-028_frame_043567,sub-028,sub-028_nir.avi,43567,,,,,,
subject_sub-028_frame_046748,sub-028,sub-028_nir.avi,46748,,,,,,
subject_sub-028_frame_049931,sub-028,sub-028_nir.avi,49931,,,,,,
subject_sub-028_frame_058932,sub-028,sub-028_nir.avi,58932,,,,,,
subject_sub-028_frame_062043,sub-028,sub-028_nir.avi,62043,,,,,,
subject_sub-028_frame_065153,sub-028,sub-028_nir.avi,65153,,,,,,
subject_sub-028_frame_068263,sub-028,sub-028_nir.avi,68263,,,,,,
subject_sub-028_frame_071374,sub-028,sub-028_nir.avi,71374,,,,,,
subject_sub-029_frame_012082,sub-029,sub-029_nir.avi,12082,,,,,,
subject_sub-029_frame_015314,sub-029,sub-029_nir.avi,15314,,,,,,
subject_sub-029_frame_018547,sub-029,sub-029_nir.avi,18547,,,,,,
subject_sub-029_frame_021778,sub-029,sub-029_nir.avi,21778,,,,,,
subject_sub-029_frame_025010,sub-029,sub-029_nir.avi,25010,,,,,,
subject_sub-029_frame_034784,sub-029,sub-029_nir.avi,34784,,,,,,
subject_sub-029_frame_038960,sub-029,sub-029_nir.avi,38960,,,,,,
subject_sub-029_frame_043136,sub-029,sub-029_nir.avi,43136,,,,,,
subject_sub-029_frame_047311,sub-029,sub-029_nir.avi,47311,,,,,,
subject_sub-029_frame_051487,sub-029,sub-029_nir.avi,51487,,,,,,
subject_sub-029_frame_060993,sub-029,sub-029_nir.avi,60993,,,,,,
subject_sub-029_frame_064257,sub-029,sub-029_nir.avi,64257,,,,,,
subject_sub-029_frame_067522,sub-029,sub-029_nir.avi,67522,,,,,,
subject_sub-029_frame_070786,sub-029,sub-029_nir.avi,70786,,,,,,
subject_sub-029_frame_074051,sub-029,sub-029_nir.avi,74051,,,,,,
subject_sub-030_frame_012844,sub-030,sub-030_nir.avi,12844,,,,,,
subject_sub-030_frame_016074,sub-030,sub-030_nir.avi,16074,,,,,,
subject_sub-030_frame_019304,sub-030,sub-030_nir.avi,19304,,,,,,
subject_sub-030_frame_022533,sub-030,sub-030_nir.avi,22533,,,,,,
subject_sub-030_frame_025763,sub-030,sub-030_nir.avi,25763,,,,,,
subject_sub-030_frame_034905,sub-030,sub-030_nir.avi,34905,,,,,,
subject_sub-030_frame_038103,sub-030,sub-030_nir.avi,38103,,,,,,
subject_sub-030_frame_041299,sub-030,sub-030_nir.avi,41299,,,,,,
subject_sub-030_frame_044497,sub-030,sub-030_nir.avi,44497,,,,,,
subject_sub-030_frame_047693,sub-030,sub-030_nir.avi,47693,,,,,,
subject_sub-030_frame_056500,sub-030,sub-030_nir.avi,56500,,,,,,
subject_sub-030_frame_059721,sub-030,sub-030_nir.avi,59721,,,,,,
subject_sub-030_frame_062942,sub-030,sub-030_nir.avi,62942,,,,,,
subject_sub-030_frame_066163,sub-030,sub-030_nir.avi,66163,,,,,,
subject_sub-030_frame_069384,sub-030,sub-030_nir.avi,69384,,,,,,
subject_sub-9504_frame_015079,sub-9504,sub-9504_nir.avi,15079,,,,,,
subject_sub-9504_frame_018588,sub-9504,sub-9504_nir.avi,18588,,,,,,
subject_sub-9504_frame_022096,sub-9504,sub-9504_nir.avi,22096,,,,,,
subject_sub-9504_frame_025569,sub-9504,sub-9504_nir.avi,25569,,,,,,
subject_sub-9504_frame_029079,sub-9504,sub-9504_nir.avi,29079,,,,,,
subject_sub-9504_frame_037441,sub-9504,sub-9504_nir.avi,37441,,,,,,
subject_sub-9504_frame_040809,sub-9504,sub-9504_nir.avi,40809,,,,,,
subject_sub-9504_frame_044174,sub-9504,sub-9504_nir.avi,44174,,,,,,
subject_sub-9504_frame_047542,sub-9504,sub-9504_nir.avi,47542,,,,,,
subject_sub-9504_frame_050908,sub-9504,sub-9504_nir.avi,50908,,,,,,
subject_sub-9504_frame_059288,sub-9504,sub-9504_nir.avi,59288,,,,,,
subject_sub-9504_frame_062593,sub-9504,sub-9504_nir.avi,62593,,,,,,
subject_sub-9504_frame_065897,sub-9504,sub-9504_nir.avi,65897,,,,,,
subject_sub-9504_frame_069202,sub-9504,sub-9504_nir.avi,69202,,,,,,
subject_sub-9504_frame_072504,sub-9504,sub-9504_nir.avi,72504,,,,,,
subject_sub-031_frame_012173,sub-031,sub-031_nir.avi,12173,,,,,,
subject_sub-031_frame_015547,sub-031,sub-031_nir.avi,15547,,,,,,
subject_sub-031_frame_018921,sub-031,sub-031_nir.avi,18921,,,,,,
subject_sub-031_frame_022295,sub-031,sub-031_nir.avi,22295,,,,,,
subject_sub-031_frame_025670,sub-031,sub-031_nir.avi,25670,,,,,,
subject_sub-031_frame_033934,sub-031,sub-031_nir.avi,33934,,,,,,
subject_sub-031_frame_037227,sub-031,sub-031_nir.avi,37227,,,,,,
subject_sub-031_frame_040522,sub-031,sub-031_nir.avi,40522,,,,,,
subject_sub-031_frame_043816,sub-031,sub-031_nir.avi,43816,,,,,,
subject_sub-031_frame_046671,sub-031,sub-031_nir.avi,46671,,,,,,
subject_sub-032_frame_012512,sub-032,sub-032_nir.avi,12512,,,,,,
subject_sub-032_frame_015752,sub-032,sub-032_nir.avi,15752,,,,,,
subject_sub-032_frame_018991,sub-032,sub-032_nir.avi,18991,,,,,,
subject_sub-032_frame_022231,sub-032,sub-032_nir.avi,22231,,,,,,
subject_sub-032_frame_025471,sub-032,sub-032_nir.avi,25471,,,,,,
subject_sub-032_frame_037297,sub-032,sub-032_nir.avi,37297,,,,,,
subject_sub-032_frame_040469,sub-032,sub-032_nir.avi,40469,,,,,,
subject_sub-032_frame_043643,sub-032,sub-032_nir.avi,43643,,,,,,
subject_sub-032_frame_046816,sub-032,sub-032_nir.avi,46816,,,,,,
subject_sub-032_frame_049989,sub-032,sub-032_nir.avi,49989,,,,,,
subject_sub-033_frame_013868,sub-033,sub-033_nir.avi,13868,,,,,,
subject_sub-033_frame_017375,sub-033,sub-033_nir.avi,17375,,,,,,
subject_sub-033_frame_020883,sub-033,sub-033_nir.avi,20883,,,,,,
subject_sub-033_frame_024390,sub-033,sub-033_nir.avi,24390,,,,,,
subject_sub-033_frame_027897,sub-033,sub-033_nir.avi,27897,,,,,,
subject_sub-033_frame_036945,sub-033,sub-033_nir.avi,36945,,,,,,
subject_sub-033_frame_040334,sub-033,sub-033_nir.avi,40334,,,,,,
subject_sub-033_frame_043724,sub-033,sub-033_nir.avi,43724,,,,,,
subject_sub-033_frame_047113,sub-033,sub-033_nir.avi,47113,,,,,,
subject_sub-033_frame_050503,sub-033,sub-033_nir.avi,50503,,,,,,
subject_sub-034_frame_011581,sub-034,sub-034_nir.avi,11581,,,,,,
subject_sub-034_frame_014889,sub-034,sub-034_nir.avi,14889,,,,,,
subject_sub-034_frame_018196,sub-034,sub-034_nir.avi,18196,,,,,,
subject_sub-034_frame_021502,sub-034,sub-034_nir.avi,21502,,,,,,
subject_sub-034_frame_024809,sub-034,sub-034_nir.avi,24809,,,,,,
subject_sub-034_frame_033765,sub-034,sub-034_nir.avi,33765,,,,,,
subject_sub-034_frame_037006,sub-034,sub-034_nir.avi,37006,,,,,,
subject_sub-034_frame_040245,sub-034,sub-034_nir.avi,40245,,,,,,
subject_sub-034_frame_043486,sub-034,sub-034_nir.avi,43486,,,,,,
subject_sub-034_frame_046726,sub-034,sub-034_nir.avi,46726,,,,,,
